q_id,doc_id,question,answer,doc_path,documents,image_file,caption,first_mention,title,abstract
scgqa_179,2010.11594v1,How does the performance of models using hard pseudo ground truth relate to ground truth actionness in this study?,"The graph shows that the model trained with hard pseudo ground truth achieves a performance that is close to the upper bound, which is the performance of the model trained with ground truth actionness sequence. This suggests that the hard pseudo ground truth is a good approximation of the ground truth actionness sequence.",2010.11594v1.pdf,"['2010.11594v1.pdf', '1809.07412v2.pdf', '1502.00588v1.pdf', '1804.06674v1.pdf']",2010.11594v1-Figure3-1.png,Fig. 3: Comparison between models trained with different pseudo ground truth on the THUMOS14 testing set. The upper bounds denote models trained with ground truth actionness sequence,"list the results in Table 4. The results reveal that both Lbg and Latt help improve the performance. And the proposed Latt achieves higher attention variance and better localization performance than Lbg, demonstrating that the our attention normalization term Latt can better avoid the ambiguity of attention. Surprisingly, with both Lbg and Latt, the localization performance is still lower than that with only Latt, and we think this is because the noise of background classification reduces the accuracy of action proposal scores. Ablation study on Pseudo Ground Truth. Fig. 3 plots performance comparison between different pseudo ground truth methods at different refinement iterations. Both soft and hard pseudo ground truth help improve the localization performance. The hard pseudo ground truth removes uncertainty to the model, and thus achieves higher performance improvement. However, with the same frame-level supervision, the flow stream outperforms the RGB stream by a large margin. We think this is because of the nature of two modalities: the RGB modality is less sensitive to actions than the optical flow modality. To demonstrate this, we generate a true frame-level ground truth actionness sequence (action categories are not used), train our model in the same way as the pseudo ground truth. The results are plotted in Fig. 3 as an upper bound. The results verify our hypothesis and demonstrate that the optical flow modality is more suitable for the action localization task than the RGB modality.","Two-Stream Consensus Network for Weakly-Supervised Temporal Action
  Localization","Weakly-supervised Temporal Action Localization (W-TAL) aims to classify and
localize all action instances in an untrimmed video under only video-level
supervision. However, without frame-level annotations, it is challenging for
W-TAL methods to identify false positive action proposals and generate action
proposals with precise temporal boundaries. In this paper, we present a
Two-Stream Consensus Network (TSCN) to simultaneously address these challenges.
The proposed TSCN features an iterative refinement training method, where a
frame-level pseudo ground truth is iteratively updated, and used to provide
frame-level supervision for improved model training and false positive action
proposal elimination. Furthermore, we propose a new attention normalization
loss to encourage the predicted attention to act like a binary selection, and
promote the precise localization of action instance boundaries. Experiments
conducted on the THUMOS14 and ActivityNet datasets show that the proposed TSCN
outperforms current state-of-the-art methods, and even achieves comparable
results with some recent fully-supervised methods."
scgqa_180,1907.11314v1,What does condition (3.6) ensure about the interface positions illustrated in Fig. 3.1 of the study?,The condition (3.6) is a necessary condition for the interface positions to be well-defined. This is because it ensures that the interface positions do not cross each other. The illustration of the interface positions at different time instances shows that this condition is satisfied.,1907.11314v1.pdf,"['1907.11314v1.pdf', '2005.13300v1.pdf', '1705.00891v1.pdf', '1707.02342v1.pdf', '1905.00569v2.pdf', '1908.09034v2.pdf', '1911.02623v1.pdf', '2003.06259v1.pdf', '1007.0328v1.pdf']",1907.11314v1-Figure3.1-1.png,Fig. 3.1: Illustration of interface positions at different time instances satisfying condition (3.6).,"see Fig. 3.1. In this case, cn−1 is well-defined on Γn and we can approximate the time derivative by simple finite difference",Numerical modelling of phase separation on dynamic surfaces,"The paper presents a model of lateral phase separation in a two component
material surface. The resulting fourth order nonlinear PDE can be seen as a
Cahn-Hilliard equation posed on a time-dependent surface. Only elementary
tangential calculus and the embedding of the surface in $\mathbb{R}^3$ are used
to formulate the model, thereby facilitating the development of a fully
Eulerian discretization method to solve the problem numerically. A hybrid
method, finite difference in time and trace finite element in space, is
introduced and stability of its semi-discrete version is proved. The method
avoids any triangulation of the surface and uses a surface-independent
background mesh to discretize the equation. Thus, the method is capable of
solving the Cahn-Hilliard equation numerically on implicitly defined surfaces
and surfaces undergoing strong deformations and topological transitions. We
assess the approach on a set of test problems and apply it to model spinodal
decomposition and pattern formation on colliding surfaces. Finally, we consider
the phase separation on a sphere splitting into two droplets."
scgqa_181,1808.07801v3,"Based on Figure 5 data, what predictive relationship does the Chernoff ratio have with respect to the clustering approach?","The graph shows that the Chernoff ratio is a good predictor of which method, ASE or LSE, is preferred for spectral clustering. When the Chernoff ratio is less than 1, LSE is preferred, and when the Chernoff ratio is greater than 1, ASE is preferred. This is consistent with the results of the synthetic experiments in Figure 4.",1808.07801v3.pdf,"['1808.07801v3.pdf', '1809.01093v3.pdf', '1805.06370v2.pdf', '1910.00110v2.pdf', '1403.5617v1.pdf', '1810.04915v1.pdf']",1808.07801v3-Figure5-1.png,"Fig. 5. For each of our 114 connectomes, we plot the a priori 2-block SBM projections for {Left,Right} in red and {Gray,White} in blue. The coordinates are given by x = min(a, c)/max(a, c) and y = b/max(a, c), where B = [a, b; b, c] is the observed block connectivity probability matrix. The thin black curve y = √ x represents the rank 1 submodel separating positive definite (lower right) from indefinite (upper left). The background color shading is Chernoff ratio ρ, and the thick black curves are ρ = 1 separating the region where ASE is preferred (between the curves) from LSE preferred. The point (1, 1) represents Erdős-Rényi (a = b = c). The large stars are from the a priori composite connectome projections (Figure 4). We see that the red {Left,Right} projections are in the affinity region where ρ < 1 and LSE is preferred while the blue {Gray,White} projections are in the core-periphery region where ρ > 1 and ASE is preferred. This analytical finding based on projections onto the SBM carries over to empirical spectral clustering results on the individual connectomes (Figure 7).","Figures 5, 6 and 7 present empirical results for the connectome data set,m = 114 graphs each on n ≈ 40, 000 vertices. We note that these connectomes are most assuredly not 4-block ‘Two Truths’ SBMs of the kind presented in Figures 3 and 4, but they do have ‘Two Truths’ ({Left,Right} & {Gray,White}) and, as we shall see, they do exhibit a real-data version of the synthetic results presented above, in the spirit of semiparametric SBM fitting.",On a 'Two Truths' Phenomenon in Spectral Graph Clustering,"Clustering is concerned with coherently grouping observations without any
explicit concept of true groupings. Spectral graph clustering - clustering the
vertices of a graph based on their spectral embedding - is commonly approached
via K-means (or, more generally, Gaussian mixture model) clustering composed
with either Laplacian or Adjacency spectral embedding (LSE or ASE). Recent
theoretical results provide new understanding of the problem and solutions, and
lead us to a 'Two Truths' LSE vs. ASE spectral graph clustering phenomenon
convincingly illustrated here via a diffusion MRI connectome data set: the
different embedding methods yield different clustering results, with LSE
capturing left hemisphere/right hemisphere affinity structure and ASE capturing
gray matter/white matter core-periphery structure."
scgqa_182,1910.04573v3,How do the results in Figure 9 explain the wall temperature behavior over time in the new model versus the PDE-model?,"The graph shows that the wall temperature decreases over time for both the new D(P)DE5-model and the PDE-model. This is to be expected, as the temperature of the medium decreases over time as it cools down. The new D(P)DE5-model shows a slightly better fit to the data than the PDE-model, but both models are able to accurately predict the trend of the wall temperature over time.",1910.04573v3.pdf,"['1910.04573v3.pdf', '1805.01358v2.pdf', '1905.00569v2.pdf', '2010.13691v1.pdf', '1006.4386v1.pdf', '1906.03859v1.pdf', '1607.06988v1.pdf', '1803.09990v2.pdf']",1910.04573v3-Figure9-1.png,Figure 9: Wall temperature comparison of the new D(P)DE5-model and the PDE-model with measurement data at z = l.,"models is applicable. In contrast, if the wall temperature or an intermediate medium temperature is needed the D(P)DE5-model or its simplest solution, the D(P)DE1, are a good alternatives to the PDE-model.7 Furthermore, at z = l/3 all the newly proposed models show a perfect match with the measured data (cf. Figure 10), whereas the error of the adapted DDE-model increases. A spatially dependent definition (resp. identification) of the correction factor may lead to better results. Moreover, the wall temperatures calculated by the PDE- and the D(P)DE5-model show a similar behavior as the measurement. The occurring offset of 2 ◦C (compare Figure 9 between 100 s to 180 s) is likely to be caused by the nonlinear behavior of the thermocouple, which is not compensated. At different measuring points different offsets (positive and negative) arise.","On delay-partial-differential and delay-differential thermal models for
  variable pipe flow","A new formulation of physical thermal models for variable plug flow through a
pipe is proposed. The derived model is based on a commonly used one-dimensional
distributed parameter model, which explicitly takes into account the heat
capacity of the jacket of the pipe. The main result of the present contribution
is the constitution of the equivalence of this model with a serial connection
of a pure delay or transport system and another partial differential equation
(PDE), subsequently called delay-partial-differential equation (DPDE)-model.
The means for obtaining the proposed model comprise operational calculus in the
Laplace domain as well as classical theory of characteristics. The
finite-dimensional approximation of the DPDE-model leads to a
delay-differential equation (DDE)-system, which can be seen as a generalization
of commonly used DDE-models consisting of a first-order low-pass filter subject
to an input delay. The proposed model is compared to several alternative models
in simulations and experimental studies."
scgqa_183,1708.05355v1,"According to MirrorFlow's findings, what factors are essential when determining segmentation functions in optical flow estimation?","There are a number of other factors that should be considered when choosing a function for image segmentation. These factors include the type of image, the desired level of accuracy, and the amount of noise in the image. Additionally, the computational complexity of the function should be considered.",1708.05355v1.pdf,"['1708.05355v1.pdf', '2002.01322v1.pdf', '1908.04647v1.pdf', '1710.10733v4.pdf', '1502.00588v1.pdf', '1805.01772v1.pdf', '1907.11771v1.pdf', '2001.09043v3.pdf', '1005.0416v1.pdf']",1708.05355v1-Figure6-1.png,Figure 6. (a) Sigmoid function. (b) Geman-McClure function.,"As shown in Figs. 6a and 6b, these continuous functions approximate the conventional discrete setting, but they assess subtle brightness variations more naturally when their input is near zero. In other words, they are still robust, but less brittle than the original Hamming-based definition.","MirrorFlow: Exploiting Symmetries in Joint Optical Flow and Occlusion
  Estimation","Optical flow estimation is one of the most studied problems in computer
vision, yet recent benchmark datasets continue to reveal problem areas of
today's approaches. Occlusions have remained one of the key challenges. In this
paper, we propose a symmetric optical flow method to address the well-known
chicken-and-egg relation between optical flow and occlusions. In contrast to
many state-of-the-art methods that consider occlusions as outliers, possibly
filtered out during post-processing, we highlight the importance of joint
occlusion reasoning in the optimization and show how to utilize occlusion as an
important cue for estimating optical flow. The key feature of our model is to
fully exploit the symmetry properties that characterize optical flow and
occlusions in the two consecutive images. Specifically through utilizing
forward-backward consistency and occlusion-disocclusion symmetry in the energy,
our model jointly estimates optical flow in both forward and backward
direction, as well as consistent occlusion maps in both views. We demonstrate
significant performance benefits on standard benchmarks, especially from the
occlusion-disocclusion symmetry. On the challenging KITTI dataset we report the
most accurate two-frame results to date."
scgqa_184,1911.05146v2,"According to Figure 10, what trade-off does HyPar-Flow reveal regarding batch size and performance on Frontera?","One example is that the large blue circle with diagonal lines shows results for 128 nodes using 128 modelreplicas where the model is split into 48 partitions on the single 48-core node. This leads to a batch-size of just 32,768, which is 2× smaller than the expected 65,536 if pure data-parallelism is used. However, this smaller batch-size leads to higher throughput (Img/sec).",1911.05146v2.pdf,"['1911.05146v2.pdf', '2001.11086v3.pdf', '1402.1892v2.pdf']",1911.05146v2-Figure10-1.png,"Fig. 10. Hybrid-Parallelism at Scale: ResNet-1001-v2 on Stampede and Frontera with different batch sizes, number of replicas, and number of partitions","The most comprehensive coverage of HyPar-Flow’s flexibility, performance, and scalability are presented in Figure 10(a). The figure shows performance for various combinations of hybrid-parallel training of ResNet-1001-v2 on 128 Stampede2 nodes. The figure has three dimensions: 1) the number of nodes on the X-axis, 2) Performance (Img/sec) on Y-axis, and 3) Batch Size using the diameter of the circles. The key takeaway is that hybrid-parallelism offers the user to make trade-offs between high-throughput (Img/sec) and batch size. From an accuracy (convergence) standpoint, the goal is to keep the batch-size small so model updates are more frequent. However, larger batch-size delays synchronization and thus provides higher throughput (Img/sec). HyPar-Flow offers the flexibility to control these two goals via different configurations. For instance, the large blue circle with diagonal lines shows results for 128 nodes using 128 modelreplicas where the model is split into 48 partitions on the single 48-core node. This leads to a batch-size of just 32,768, which is 2× smaller than the expected 65,536 if pure data-parallelism is used. It is worth noting that the performance of pure data-parallelism even with 2× larger batch-size will still be lesser than the hybrid-parallel case, i.e., 793 img/sec (=6.2×128 – considering ideal scaling for data-parallel case presented earlier in Figure 8(b)) vs. 940 img/sec (observed value– Figure 10(a)). This is a significant benefit of hybrid-parallel training, which is impossible with pure model and/or data parallelism. In addition to this, we also present the largest scale we know of for any model/hybrid-parallel study on the latest Frontera system. Figure 10(b)) shows near-ideal scaling on 512 Frontera nodes. Effectively, every single core out of the 28,762 cores on these 512 nodes is being utilized by HyPar-Flow. The ResNet-1001 model is split into 56 partitions as Frontera nodes have a dual-socket Cascade-Lake Xeon processor","HyPar-Flow: Exploiting MPI and Keras for Scalable Hybrid-Parallel DNN
  Training using TensorFlow","To reduce training time of large-scale DNNs, scientists have started to
explore parallelization strategies like data-parallelism, model-parallelism,
and hybrid-parallelism. While data-parallelism has been extensively studied and
developed, several problems exist in realizing model-parallelism and
hybrid-parallelism efficiently. Four major problems we focus on are: 1)
defining a notion of a distributed model across processes, 2) implementing
forward/back-propagation across process boundaries that requires explicit
communication, 3) obtaining parallel speedup on an inherently sequential task,
and 4) achieving scalability without losing out on a model's accuracy. To
address these problems, we create HyPar-Flow --- a model-size/-type agnostic,
scalable, practical, and user-transparent system for hybrid-parallel training
by exploiting MPI, Keras, and TensorFlow. HyPar-Flow provides a single API that
can be used to perform data, model, and hybrid parallel training of any Keras
model at scale. We create an internal distributed representation of the
user-provided Keras model, utilize TF's Eager execution features for
distributed forward/back-propagation across processes, exploit pipelining to
improve performance and leverage efficient MPI primitives for scalable
communication. Between model partitions, we use send and recv to exchange
layer-data/partial-errors while allreduce is used to accumulate/average
gradients across model replicas. Beyond the design and implementation of
HyPar-Flow, we also provide comprehensive correctness and performance results
on three state-of-the-art HPC systems including TACC Frontera (#5 on
Top500.org). For ResNet-1001, an ultra-deep model, HyPar-Flow provides: 1) Up
to 1.6x speedup over Horovod-based data-parallel training, 2) 110x speedup over
single-node on 128 Stampede2 nodes, and 3) 481x speedup over single-node on 512
Frontera nodes."
scgqa_185,1603.02175v1,"In the context of the research findings, what does Figure 3 indicate about interaction frequency and interest similarity?","The graph shows that interest similarity is more correlated with interaction frequency than interaction intensity. This means that users who interact more frequently are more likely to share similar interests, even if they do not interact with each other very intensely. This is likely because people who interact more frequently have more opportunities to learn about each other's interests and hobbies.",1603.02175v1.pdf,"['1603.02175v1.pdf', '2003.06259v1.pdf', '1908.05243v1.pdf', '1907.10906v1.pdf', '1809.02337v2.pdf', '1805.05887v1.pdf', '1207.3107v3.pdf', '1302.3123v1.pdf']",1603.02175v1-Figure3-1.png,Figure 3: Interest similarity vs. monthly qq message count and number of monthly communicating days.,"interaction frequency, as shown in Fig. 3. Although the fitted curves4 in the RTP case is not the same as that for PTP, they both show that users with higher intensity of interaction share more interests, particularly when the interaction intensity is very large. Also, interest similarity increases more sharply when number of communicating days is small. Interestingly, interaction frequency is more correlated with interest similarity than interaction intensity, implying that some casual or transactional interaction could also have a large intensity.","Who are Like-minded: Mining User Interest Similarity in Online Social
  Networks","In this paper, we mine and learn to predict how similar a pair of users'
interests towards videos are, based on demographic (age, gender and location)
and social (friendship, interaction and group membership) information of these
users. We use the video access patterns of active users as ground truth (a form
of benchmark). We adopt tag-based user profiling to establish this ground
truth, and justify why it is used instead of video-based methods, or many
latent topic models such as LDA and Collaborative Filtering approaches. We then
show the effectiveness of the different demographic and social features, and
their combinations and derivatives, in predicting user interest similarity,
based on different machine-learning methods for combining multiple features. We
propose a hybrid tree-encoded linear model for combining the features, and show
that it out-performs other linear and treebased models. Our methods can be used
to predict user interest similarity when the ground-truth is not available,
e.g. for new users, or inactive users whose interests may have changed from old
access data, and is useful for video recommendation. Our study is based on a
rich dataset from Tencent, a popular service provider of social networks, video
services, and various other services in China."
scgqa_186,1106.3242v2,What insights does Figure 11 provide about the effects of increasing ISP I's market share on surplus?,"The graph shows that as ISP I's market share increases, its per capita surplus and per capita consumer surplus also increase. This is because as ISP I's market share increases, it has more customers and thus more revenue. This increased revenue allows ISP I to provide better service to its customers, which in turn increases their satisfaction and leads to higher per capita surplus.",1106.3242v2.pdf,"['1106.3242v2.pdf', '1607.06988v1.pdf', '2003.06259v1.pdf', '1304.7375v1.pdf']",1106.3242v2-Figure11-1.png,Fig. 11. ISP I ’s market share mI and per capita surplus ΨI and per capita consumer surplus Φ under κ = 1.,Figure 11 and 12 show the results that are parallel to figure 7 and 8. We still find the same observations as in our previous experiments.,The Public Option: a Non-regulatory Alternative to Network Neutrality,"Network neutrality and the role of regulation on the Internet have been
heavily debated in recent times. Amongst the various definitions of network
neutrality, we focus on the one which prohibits paid prioritization of content
and we present an analytical treatment of the topic. We develop a model of the
Internet ecosystem in terms of three primary players: consumers, ISPs and
content providers. Our analysis looks at this issue from the point of view of
the consumer, and we describe the desired state of the system as one which
maximizes consumer surplus. By analyzing different scenarios of monopoly and
competition, we obtain different conclusions on the desirability of regulation.
We also introduce the notion of a Public Option ISP, an ISP that carries
traffic in a network neutral manner. Our major findings are (i) in a
monopolistic scenario, network neutral regulations benefit consumers; however,
the introduction of a Public Option ISP is even better for consumers, as it
aligns the interests of the monopolistic ISP with the consumer surplus and (ii)
in an oligopolistic situation, the presence of a Public Option ISP is again
preferable to network neutral regulations, although the presence of competing
price-discriminating ISPs provides the most desirable situation for the
consumers."
scgqa_187,2008.06134v1,What relationship does Figure 10 depict concerning image resolution and the effectiveness of slice-based ray casting?,"The graph shows that as the number of slices and image resolution increases, the performance of the slice-based ray casting algorithm increases. This is because the algorithm is more accurate and detailed when it has more data to work with. However, the performance also increases at a decreasing rate, meaning that the benefits of increasing the number of slices and image resolution are eventually outweighed by the increased computational cost.",2008.06134v1.pdf,"['2008.06134v1.pdf', '1905.08337v1.pdf', '1803.09990v2.pdf', '1405.6298v2.pdf', '2006.16705v1.pdf']",2008.06134v1-Figure10-1.png,"Figure 10: The flexible performance contrast in three different resoution of 128x128, 156x256 and 512x512 and three the number of slices of 64, 128, 256 in Figure 8.","Moreover, our slice-based ray casting allows for flexible performance, varying the number of slices and per-slice image resolution Figure 10. As the number of slices and image resolution increases, the effects of volume illumination are better, but the performance overhead is increased, as shown in Figure 9. In the test, if the number of slices exceeds 256 and the image resolution exceeds 512x512, the performance will decrease sharply. So, the parameters of slice-based ray casting should be chosen to meet flexible performance according to practical applications and hardware performance.",Interactive volume illumination of slice-based ray casting,"Volume rendering always plays an important role in the field of medical
imaging and industrial design. In recent years, the realistic and interactive
volume rendering of the global illumination can improve the perception of shape
and depth of volumetric datasets. In this paper, a novel and flexible
performance method of slice-based ray casting is proposed to implement the
volume illumination effects, such as volume shadow and other scattering
effects. This benefits from the slice-based illumination attenuation buffers of
the whole geometry slices at the viewpoint of the light source and the
high-efficiency shadow or scattering coefficient calculation per sample in ray
casting. These tests show the method can obtain much better volume illumination
effects and more scalable performance in contrast to the local volume
illumination in ray casting volume rendering or other similar slice-based
global volume illumination."
scgqa_188,2007.15176v2,"In your paper's Figure 6, which two hyper-parameters were analyzed to assess the model's effectiveness?","The two parameters that are being analyzed in the graph are λc, which is the weight on the classification loss, and λCadv, which is the weight on the category-wise alignment loss.",2007.15176v2.pdf,"['2007.15176v2.pdf', '1610.08534v1.pdf', '1910.03072v1.pdf', '1502.00588v1.pdf', '2005.13300v1.pdf', '2008.11326v4.pdf']",2007.15176v2-Figure6-1.png,Fig. 6: Plots presenting the hyper-parameter analysis of the parameters λc on the classification loss using pseudo-weak labels and λCadv on the category-wise alignment loss.,"Fig. 6 presents two plots for the parameter analysis when using pseudo-weak labels. In Fig. 6(a), we fix λCadv = 0.001 and show that our model achieves the mIoU larger than 47.5% under a range of λc = [0.005, 0.1]. When fixing λc = 0.01, Fig. 6(b) shows that the model performs well under a range of λCadv = [0.0005, 0.005]. However, when we increase λ C adv to be larger than 0.01, the adversarial training process may become unstable and decreases the performance to 46.2%. In addition, decreasing λCadv would give less focus on alignment and gradually degrades the performance, which shows the importance of our alignment process.",Domain Adaptive Semantic Segmentation Using Weak Labels,"Learning semantic segmentation models requires a huge amount of pixel-wise
labeling. However, labeled data may only be available abundantly in a domain
different from the desired target domain, which only has minimal or no
annotations. In this work, we propose a novel framework for domain adaptation
in semantic segmentation with image-level weak labels in the target domain. The
weak labels may be obtained based on a model prediction for unsupervised domain
adaptation (UDA), or from a human annotator in a new weakly-supervised domain
adaptation (WDA) paradigm for semantic segmentation. Using weak labels is both
practical and useful, since (i) collecting image-level target annotations is
comparably cheap in WDA and incurs no cost in UDA, and (ii) it opens the
opportunity for category-wise domain alignment. Our framework uses weak labels
to enable the interplay between feature alignment and pseudo-labeling,
improving both in the process of domain adaptation. Specifically, we develop a
weak-label classification module to enforce the network to attend to certain
categories, and then use such training signals to guide the proposed
category-wise alignment method. In experiments, we show considerable
improvements with respect to the existing state-of-the-arts in UDA and present
a new benchmark in the WDA setting. Project page is at
http://www.nec-labs.com/~mas/WeakSegDA."
scgqa_189,1209.3394v5,What insights does Figure 2 provide on the agreement of exact and approximate distributions in your research?,"The graph shows that the exact and approximated distributions are practically indistinguishable. This is because the approximation is in general very good for all values of the CDF of practical interest. In particular, there is an excellent agreement between the exact and approximate distributions for the right tail. The left tail is less accurate but still of small relative error for values of the CDF of practical statistical uses.",1209.3394v5.pdf,"['1209.3394v5.pdf', '1801.08825v1.pdf', '1311.1567v3.pdf', '1612.01450v1.pdf', '2003.06259v1.pdf', '1704.04828v1.pdf']",1209.3394v5-Figure2-1.png,"Figure 2: Comparison between the exact (solid line) and approximated (dashed) CDF, CCDF, Tracy-Widom T W2, log scale. The two CCDFs are practically indistinguishable.","The comparison with pre-calculated p.d.f. values from [31] is shown in Fig. 1. Since in linear scale the exact and approximated distributions are practically indistinguishable, in Fig. 2 we report the CDF and CCDF in logarithmic scale for Tracy-Widom 2 (similar for the others). It can be seen that the approximation is in general very good for all values of the CDF of practical interest. In particular there is an excellent agreement between the exact and approximate distributions for the right tail. The left tail is less accurate but still of small relative error for values of the CDF of practical statistical uses. Note that, differently from the true distribution which goes to zero only asymptotically, the left tail is exactly zero for x < −α.","Distribution of the largest eigenvalue for real Wishart and Gaussian
  random matrices and a simple approximation for the Tracy-Widom distribution","We derive efficient recursive formulas giving the exact distribution of the
largest eigenvalue for finite dimensional real Wishart matrices and for the
Gaussian Orthogonal Ensemble (GOE). In comparing the exact distribution with
the limiting distribution of large random matrices, we also found that the
Tracy-Widom law can be approximated by a properly scaled and shifted Gamma
distribution, with great accuracy for the values of common interest in
statistical applications."
scgqa_190,1906.07610v2,"From Figure 4, what conclusions can we draw about the impact of different negation expressions on model performance?","The graph suggests that exposing the model to a variety of negation examples could be beneficial, even if the number of examples is relatively small. This is because the model may be able to learn from the different ways in which negation is expressed in natural language.",1906.07610v2.pdf,"['1906.07610v2.pdf', '1705.00891v1.pdf', '2006.03632v1.pdf', '1910.08413v1.pdf', '1603.04153v1.pdf', '1910.03072v1.pdf']",1906.07610v2-Figure4-1.png,Fig. 4: Mean accuracy on the SST-binary task when training MTL negation model with differing amounts of negation data from the SFU dataset (left) and sentiment data (right).,"the SFU dataset (from 10 to 800 in intervals of 100) and accuracy is calculated for each number of examples. Figure 4 (left) shows that the MTL model improves over the baseline with as few as ten negation examples and plateaus somewhere near 600. An analysis on the SST-fine setup showed a similar pattern. There is nearly always an effect of diminishing returns when it comes to adding training examples, but if we were to instead plot this learning curve with a log-scale on the x-axis, i.e. doubling the amount data for each increment, it would seem to indicate that having more data could indeed still prove useful, as long as there were sufficient amounts. In any case, regardless of the amount of data, exposing the model to a larger variety of negation examples could also prove beneficial – we follow up on this point in the next subsection.",Improving Sentiment Analysis with Multi-task Learning of Negation,"Sentiment analysis is directly affected by compositional phenomena in
language that act on the prior polarity of the words and phrases found in the
text. Negation is the most prevalent of these phenomena and in order to
correctly predict sentiment, a classifier must be able to identify negation and
disentangle the effect that its scope has on the final polarity of a text. This
paper proposes a multi-task approach to explicitly incorporate information
about negation in sentiment analysis, which we show outperforms learning
negation implicitly in a data-driven manner. We describe our approach, a
cascading neural architecture with selective sharing of LSTM layers, and show
that explicitly training the model with negation as an auxiliary task helps
improve the main task of sentiment analysis. The effect is demonstrated across
several different standard English-language data sets for both tasks and we
analyze several aspects of our system related to its performance, varying types
and amounts of input data and different multi-task setups."
scgqa_191,1810.04824v1,What insights does Fig. 1 provide on the relationship between observed logs and user attrition in this study?,"The graph shows that there is a strong relationship between user statuses and observed activity logs. For example, users who are active in the first snapshot are more likely to be retained in the future, while users who are inactive in the first snapshot are more likely to be attrition.",1810.04824v1.pdf,"['1810.04824v1.pdf', '1806.05387v1.pdf', '1405.5364v2.pdf']",1810.04824v1-Figure1-1.png,"Fig. 1. Schematic overview of different user statuses with varied types of observed activity logs. There are C = T/τ snapshots. × and X denote attrition and retention, respectively. y indicates that the ground-truth label of user activities during snapshot t − 1 is the attrition status within future snapshot t, 2 ≤ t ≤ C.","In this section, we focus on formulating the attrition prediction problem. To facilitate the problem formulation, we give a schematic illustration of user statuses as shown in Fig. 1. Suppose there are a set of N samples or users D = {(Xi, yi)}Ni=1, for which we collect user data Xi from the historical time period [Γ-T+1, Γ] of length T, and we aim to predict their",A Blended Deep Learning Approach for Predicting User Intended Actions,"User intended actions are widely seen in many areas. Forecasting these
actions and taking proactive measures to optimize business outcome is a crucial
step towards sustaining the steady business growth. In this work, we focus on
pre- dicting attrition, which is one of typical user intended actions.
Conventional attrition predictive modeling strategies suffer a few inherent
drawbacks. To overcome these limitations, we propose a novel end-to-end
learning scheme to keep track of the evolution of attrition patterns for the
predictive modeling. It integrates user activity logs, dynamic and static user
profiles based on multi-path learning. It exploits historical user records by
establishing a decaying multi-snapshot technique. And finally it employs the
precedent user intentions via guiding them to the subsequent learning
procedure. As a result, it addresses all disadvantages of conventional methods.
We evaluate our methodology on two public data repositories and one private
user usage dataset provided by Adobe Creative Cloud. The extensive experiments
demonstrate that it can offer the appealing performance in comparison with
several existing approaches as rated by different popular metrics. Furthermore,
we introduce an advanced interpretation and visualization strategy to
effectively characterize the periodicity of user activity logs. It can help to
pinpoint important factors that are critical to user attrition and retention
and thus suggests actionable improvement targets for business practice. Our
work will provide useful insights into the prediction and elucidation of other
user intended actions as well."
scgqa_192,1509.08992v2,"According to Figure 2, how does the difference in log-likelihood evolve with further iterations of the algorithm?","The graph shows that the difference between the current test log-likelihood and the optimal log-likelihood decreases as the number of iterations increases. This is to be expected, as the algorithm is designed to converge to the optimal solution.",1509.08992v2.pdf,"['1509.08992v2.pdf', '1911.05146v2.pdf', '1910.10700v1.pdf', '1907.11771v1.pdf', '1210.1356v2.pdf', '1703.07626v1.pdf', '1707.02342v1.pdf']",1509.08992v2-Figure2-1.png,"Figure 2: Ising Model Example. Left: The difference of the current test log-likelihood from the optimal log-likelihood on 5 random runs. Center: The distance of the current estimated parameters from the optimal parameters on 5 random runs. Right: The current estimated parameters on one run, as compared to the optimal parameters (far right).","24× (2× .2)2, C = log(16) and α = exp(−(1 − 4 tanh .2)/16). Applying Corollary 9 with β1 = .01, β2 = .9 and β3 = .1 gives K = 46, M = 1533 and v = 561. Fig. 2 shows the results. In practice, the algorithm finds a solution tighter than the specified ǫθ, indicating a degree of conservatism in the theoretical bound.","Maximum Likelihood Learning With Arbitrary Treewidth via Fast-Mixing
  Parameter Sets","Inference is typically intractable in high-treewidth undirected graphical
models, making maximum likelihood learning a challenge. One way to overcome
this is to restrict parameters to a tractable set, most typically the set of
tree-structured parameters. This paper explores an alternative notion of a
tractable set, namely a set of ""fast-mixing parameters"" where Markov chain
Monte Carlo (MCMC) inference can be guaranteed to quickly converge to the
stationary distribution. While it is common in practice to approximate the
likelihood gradient using samples obtained from MCMC, such procedures lack
theoretical guarantees. This paper proves that for any exponential family with
bounded sufficient statistics, (not just graphical models) when parameters are
constrained to a fast-mixing set, gradient descent with gradients approximated
by sampling will approximate the maximum likelihood solution inside the set
with high-probability. When unregularized, to find a solution epsilon-accurate
in log-likelihood requires a total amount of effort cubic in 1/epsilon,
disregarding logarithmic factors. When ridge-regularized, strong convexity
allows a solution epsilon-accurate in parameter distance with effort quadratic
in 1/epsilon. Both of these provide of a fully-polynomial time randomized
approximation scheme."
