q_id,doc_id,question,answer,doc_path,documents,rationale,reference_figure,paper_title,paper_abstract,caption
spiqa_264,1603.00286v5,"In Fig. 4 of the ""Redividing the Cake"" paper, how is the blank space labeled Z'5 utilized to complete the allocation of the original pieces Z1-Z4 in the allocation-completion process?",The blank space labeled Z'5 is used to complete the allocation of the original pieces.,1603.00286v5.pdf,"['1603.00286v5.pdf', '1611.07718v2.pdf', '1811.07073v3.pdf', '1707.00524v2.pdf', '1809.02731v3.pdf', '1707.01917v2.pdf', '1703.07015v3.pdf', '1706.03847v3.pdf', '1805.01216v3.pdf', '1809.03550v3.pdf']",The figure shows how the original pieces (labeled Z1-Z4) can be allocated to the blank space (labeled Z'5) in order to complete the puzzle.,1603.00286v5-Figure4-1.png,Redividing the Cake,"The paper considers fair allocation of resources that are already allocated
in an unfair way. This setting requires a careful balance between the fairness
considerations and the rights of the present owners.
  The paper presents re-division algorithms that attain various trade-off
points between fairness and ownership rights, in various settings differing in
the geometric constraints on the allotments: (a) no geometric constraints; (b)
connectivity -- the cake is a one-dimensional interval and each piece must be a
contiguous interval; (c) rectangularity -- the cake is a two-dimensional
rectangle or rectilinear polygon and the pieces should be rectangles; (d)
convexity -- the cake is a two-dimensional convex polygon and the pieces should
be convex.
  These re-division algorithms have implications on another problem: the
price-of-fairness -- the loss of social welfare caused by fairness
requirements. Each algorithm implies an upper bound on the price-of-fairness
with the respective geometric constraints.","Fig. 4 Allocation-completion with n = 4 original pieces and b = 1 blank, denoted Z′5."
spiqa_265,1812.00281v3,"Based on the figure illustrating the training setup for 3D mesh prediction in the HUMBI dataset, how does the decoder refine or process the intermediate outputs from the regression network to generate the final 3D mesh model of human body expressions?",The decoder is responsible for generating the final 3D mesh from the intermediate representations produced by the regression network.,1812.00281v3.pdf,"['1812.00281v3.pdf', '1809.00263v5.pdf', '1705.07164v8.pdf', '1605.07496v3.pdf', '1710.05654v2.pdf', '1811.06635v1.pdf', '1706.04284v3.pdf', '1702.03584v3.pdf', '1709.02418v2.pdf', '1707.01922v5.pdf', '1812.00108v4.pdf', '1612.02803v5.pdf', '1805.04609v3.pdf', '1901.00398v2.pdf', '1611.04684v1.pdf']",The figure shows that the decoder takes the outputs of the regression network (Output 1 and Output 2) as input and produces the final 3D mesh. This suggests that the decoder performs some sort of post-processing or refinement on the intermediate representations to generate the final output.,1812.00281v3-Figure12-1.png,HUMBI: A Large Multiview Dataset of Human Body Expressions,"This paper presents a new large multiview dataset called HUMBI for human body
expressions with natural clothing. The goal of HUMBI is to facilitate modeling
view-specific appearance and geometry of gaze, face, hand, body, and garment
from assorted people. 107 synchronized HD cameras are used to capture 772
distinctive subjects across gender, ethnicity, age, and physical condition.
With the multiview image streams, we reconstruct high fidelity body expressions
using 3D mesh models, which allows representing view-specific appearance using
their canonical atlas. We demonstrate that HUMBI is highly effective in
learning and reconstructing a complete human model and is complementary to the
existing datasets of human body expressions with limited views and subjects
such as MPII-Gaze, Multi-PIE, Human3.6M, and Panoptic Studio datasets.",The training setup for 3D mesh prediction from a single image.
spiqa_266,1805.00912v4,"How does the positional mask, as depicted in the figure of the ""Tensorized Self-Attention"" (TSA) mechanism, contribute to encoding the relative positions of tokens and influence the computation of attention weights between tokens in the input sequence?","The positional mask is used to provide information about the relative position of tokens in the input sequence. This information is used to compute the attention weights, which determine how much each token attends to each other token.",1805.00912v4.pdf,"['1805.00912v4.pdf', '1704.07854v4.pdf', '1605.07496v3.pdf', '1702.08694v3.pdf']","The figure shows that the positional mask is used as input to the Softmax function, which computes the attention weights. The positional mask is a matrix of values that indicate the relative position of each token in the input sequence. This information is used to compute the attention weights, which determine how much each token attends to each other token.",1805.00912v4-Figure2-1.png,Tensorized Self-Attention: Efficiently Modeling Pairwise and Global Dependencies Together,"Neural networks equipped with self-attention have parallelizable computation,
light-weight structure, and the ability to capture both long-range and local
dependencies. Further, their expressive power and performance can be boosted by
using a vector to measure pairwise dependency, but this requires to expand the
alignment matrix to a tensor, which results in memory and computation
bottlenecks. In this paper, we propose a novel attention mechanism called
""Multi-mask Tensorized Self-Attention"" (MTSA), which is as fast and as
memory-efficient as a CNN, but significantly outperforms previous
CNN-/RNN-/attention-based models. MTSA 1) captures both pairwise (token2token)
and global (source2token) dependencies by a novel compatibility function
composed of dot-product and additive attentions, 2) uses a tensor to represent
the feature-wise alignment scores for better expressive power but only requires
parallelizable matrix multiplications, and 3) combines multi-head with
multi-dimensional attentions, and applies a distinct positional mask to each
head (subspace), so the memory and computation can be distributed to multiple
heads, each with sequential information encoded independently. The experiments
show that a CNN/RNN-free model based on MTSA achieves state-of-the-art or
competitive performance on nine NLP benchmarks with compelling memory- and
time-efficiency.",Tensorized self-attention (TSA) Mechanism.
spiqa_267,1802.07351v2,"In the decoding module figure of the ""Deformable Volume Network"" (Devon), specifically labeled in Figure g, what is the role of the residual connection in improving the flow of information by adding outputs of different layers?","The residual connection allows the output of a layer to be added to the output of another layer, which helps to improve the flow of information through the network.",1802.07351v2.pdf,"['1802.07351v2.pdf', '1710.05654v2.pdf', '1809.03550v3.pdf', '1612.02803v5.pdf']","The figure shows a schematic of the decoding module, and the residual connection is labeled as such.",1802.07351v2-Figure7-1.png,Devon: Deformable Volume Network for Learning Optical Flow,"State-of-the-art neural network models estimate large displacement optical
flow in multi-resolution and use warping to propagate the estimation between
two resolutions. Despite their impressive results, it is known that there are
two problems with the approach. First, the multi-resolution estimation of
optical flow fails in situations where small objects move fast. Second, warping
creates artifacts when occlusion or dis-occlusion happens. In this paper, we
propose a new neural network module, Deformable Cost Volume, which alleviates
the two problems. Based on this module, we designed the Deformable Volume
Network (Devon) which can estimate multi-scale optical flow in a single high
resolution. Experiments show Devon is more suitable in handling small objects
moving fast and achieves comparable results to the state-of-the-art methods in
public benchmarks.",Decoding module g. The residual connection denotes the output of a layer is added to the output of another layer.
spiqa_268,1802.07351v2,"In the encoding module depicted in Figure f of the Devon paper, how does the residual connection between the Conv 512 × 3 × 3, stride 2 layer and the Conv 512 × 3 × 3, stride 1 layer contribute to improving gradient flow during training and addressing the vanishing gradient problem?","The residual connection adds the output of a layer to the output of another layer, which helps to prevent the vanishing gradient problem.",1802.07351v2.pdf,"['1802.07351v2.pdf', '1701.06171v4.pdf', '1809.00263v5.pdf', '1703.00060v2.pdf', '1805.07567v2.pdf', '1710.06177v2.pdf', '1707.06320v2.pdf', '1704.00774v3.pdf', '1705.02946v3.pdf', '1703.02507v3.pdf', '1708.00160v2.pdf', '1809.03550v3.pdf', '1811.06635v1.pdf']","The figure shows that the residual connection connects the output of the Conv 512 × 3 × 3, stride 2 layer to the output of the Conv 512 × 3 × 3, stride 1 layer. This allows the gradient to flow more easily through the network, which can help to improve training performance.",1802.07351v2-Figure4-1.png,Devon: Deformable Volume Network for Learning Optical Flow,"State-of-the-art neural network models estimate large displacement optical
flow in multi-resolution and use warping to propagate the estimation between
two resolutions. Despite their impressive results, it is known that there are
two problems with the approach. First, the multi-resolution estimation of
optical flow fails in situations where small objects move fast. Second, warping
creates artifacts when occlusion or dis-occlusion happens. In this paper, we
propose a new neural network module, Deformable Cost Volume, which alleviates
the two problems. Based on this module, we designed the Deformable Volume
Network (Devon) which can estimate multi-scale optical flow in a single high
resolution. Experiments show Devon is more suitable in handling small objects
moving fast and achieves comparable results to the state-of-the-art methods in
public benchmarks.",Encoding module f . The residual connection denotes the output of a layer is added to the output of another layer.
spiqa_269,1811.10673v1,"Referring to Figure 2 of the paper, how does the second-stage decoder $D_2$ reconstruct frames using the soft edge maps $x_G$, and what purpose does it serve in the adversarial video compression pipeline?",The second-stage decoder $D_2$ takes soft edges $x_G$ as input and produces reconstructed frames.,1811.10673v1.pdf,"['1811.10673v1.pdf', '1611.05742v3.pdf', '1709.02755v5.pdf', '1901.00056v2.pdf', '1603.00286v5.pdf', '1804.01429v3.pdf', '1804.07849v4.pdf', '1809.03149v2.pdf']","The figure shows that the second-stage decoder $D_2$ is trained on the reconstructed frames $X'_I$ and the soft edges $x_G$. After training, $D_2$ is able to generate reconstructed frames from the soft edges $x_G$.",1811.10673v1-Figure2-1.png,Adversarial Video Compression Guided by Soft Edge Detection,"We propose a video compression framework using conditional Generative
Adversarial Networks (GANs). We rely on two encoders: one that deploys a
standard video codec and another which generates low-level maps via a pipeline
of down-sampling, a newly devised soft edge detector, and a novel lossless
compression scheme. For decoding, we use a standard video decoder as well as a
neural network based one, which is trained using a conditional GAN. Recent
""deep"" approaches to video compression require multiple videos to pre-train
generative networks to conduct interpolation. In contrast to this prior work,
our scheme trains a generative decoder on pairs of a very limited number of key
frames taken from a single video and corresponding low-level maps. The trained
decoder produces reconstructed frames relying on a guidance of low-level maps,
without any interpolation. Experiments on a diverse set of 131 videos
demonstrate that our proposed GAN-based compression engine achieves much higher
quality reconstructions at very low bitrates than prevailing standard codecs
such as H.264 or HEVC.","Figure 2: Proposed framework for adversarial video compression. Note that X consists of only one video to be compressed. The video X is partitioned into two sets containing different types of frames: XI and XG. XI is lightly compressed into xI using the standard H.264 encoder, while XG is highly compressed into xG, that contains only soft edge information at low resolution. The XI are used to train a generative model that we call the second-stage decoder D2. This generative model is trained at the receiver using x′I and X ′I using a discriminator DD. After training, D2 takes soft edges xG as input and produces reconstructed frames (see also Figure 6). Only xI and xG are required to reconstruct the decompressed video."
spiqa_270,1608.02784v2,"What is the significance of the singular value decomposition step on \( D^{-1/2} \Omega D^{-1/2} \) in deriving the projection matrices \( U \) and \( V \), as shown in the figure explaining the CCA algorithm applied to the task of mapping abstract scenes to text?",The singular value decomposition step is used to find the projection matrices U and V.,1608.02784v2.pdf,"['1608.02784v2.pdf', '1704.05958v2.pdf', '1802.07222v1.pdf', '1804.07931v2.pdf', '1707.00524v2.pdf', '1804.07849v4.pdf', '1804.04410v2.pdf']","The figure shows that the singular value decomposition step is performed on the matrix D^(-1/2) * Ω * D^(-1/2). This step results in two projection matrices, U and V, which are used to project the data into a lower-dimensional space.",1608.02784v2-Figure1-1.png,Canonical Correlation Inference for Mapping Abstract Scenes to Text,"We describe a technique for structured prediction, based on canonical
correlation analysis. Our learning algorithm finds two projections for the
input and the output spaces that aim at projecting a given input and its
correct output into points close to each other. We demonstrate our technique on
a language-vision problem, namely the problem of giving a textual description
to an ""abstract scene"".",The CCA learning algorithm.
spiqa_271,1706.04284v3,"How do the skip connections between the feature encoding and decoding modules, as illustrated in Figure (a) of the proposed denoising network, contribute to preserving spatial information and improving image reconstruction during the denoising process?",The skip connections are used to combine the features from the encoding and decoding modules at each scale. This helps to preserve the spatial information that is lost during the downsampling and upsampling operations.,1706.04284v3.pdf,"['1706.04284v3.pdf', '1704.00774v3.pdf', '1707.06320v2.pdf', '1901.00056v2.pdf', '1707.08608v3.pdf', '1704.05426v4.pdf', '1809.02731v3.pdf']","The figure shows that the skip connections connect the output of the feature encoding module at each scale to the input of the feature decoding module at the same scale. This allows the decoding module to access the features from the encoding module, which helps to improve the reconstruction of the image.",1706.04284v3-Figure2-1.png,When Image Denoising Meets High-Level Vision Tasks: A Deep Learning Approach,"Conventionally, image denoising and high-level vision tasks are handled
separately in computer vision. In this paper, we cope with the two jointly and
explore the mutual influence between them. First we propose a convolutional
neural network for image denoising which achieves the state-of-the-art
performance. Second we propose a deep neural network solution that cascades two
modules for image denoising and various high-level tasks, respectively, and use
the joint loss for updating only the denoising network via back-propagation. We
demonstrate that on one hand, the proposed denoiser has the generality to
overcome the performance degradation of different high-level vision tasks. On
the other hand, with the guidance of high-level vision information, the
denoising network can generate more visually appealing results. To the best of
our knowledge, this is the first work investigating the benefit of exploiting
image semantics simultaneously for image denoising and high-level vision tasks
via deep learning. The code is available online
https://github.com/Ding-Liu/DeepDenoising.",(a) Overview of our proposed denoising network. (b) Architecture of the feature encoding module. (c) Architecture of the feature decoding module.
spiqa_272,1811.09393v4,"In the user study depicted in the figure, what specific task are participants asked to perform when comparing the perceptual closeness between images ""A"" and ""B"" to the reference video?",The user study is designed to test which of two images is closer to a reference video.,1811.09393v4.pdf,"['1811.09393v4.pdf', '1804.01429v3.pdf', '1703.07015v3.pdf', '1812.06589v2.pdf', '1803.02750v3.pdf', '1702.03584v3.pdf', '1809.01989v2.pdf', '1703.00060v2.pdf', '1804.07931v2.pdf', '1709.08294v3.pdf', '1906.10843v1.pdf', '1708.00160v2.pdf', '1809.03149v2.pdf', '1804.07849v4.pdf']","The image shows three images, one labeled ""Reference"" and two labeled ""A"" and ""B."" The question asks which of the two images is closer to the reference video, suggesting that the user study is designed to test the participants' ability to identify the image that is most similar to the reference video.",1811.09393v4-Figure19-1.png,Learning Temporal Coherence via Self-Supervision for GAN-based Video Generation,"Our work explores temporal self-supervision for GAN-based video generation
tasks. While adversarial training successfully yields generative models for a
variety of areas, temporal relationships in the generated data are much less
explored. Natural temporal changes are crucial for sequential generation tasks,
e.g. video super-resolution and unpaired video translation. For the former,
state-of-the-art methods often favor simpler norm losses such as $L^2$ over
adversarial training. However, their averaging nature easily leads to
temporally smooth results with an undesirable lack of spatial detail. For
unpaired video translation, existing approaches modify the generator networks
to form spatio-temporal cycle consistencies. In contrast, we focus on improving
learning objectives and propose a temporally self-supervised algorithm. For
both tasks, we show that temporal adversarial learning is key to achieving
temporally coherent solutions without sacrificing spatial detail. We also
propose a novel Ping-Pong loss to improve the long-term temporal consistency.
It effectively prevents recurrent networks from accumulating artifacts
temporally without depressing detailed features. Additionally, we propose a
first set of metrics to quantitatively evaluate the accuracy as well as the
perceptual quality of the temporal evolution. A series of user studies confirm
the rankings computed with these metrics. Code, data, models, and results are
provided at https://github.com/thunil/TecoGAN. The project page
https://ge.in.tum.de/publications/2019-tecogan-chu/ contains supplemental
materials.",A sample setup of user study.
spiqa_273,1901.00056v2,"Referring to the figure illustrating ""Hyperparameter settings"" in the Entity Synonym Discovery via Multipiece Bilateral Context Matching paper, what is the specified range of values for the context number hyperparameter in SYNONYMNET?",The range of values for the context number hyperparameter is from 1 to 20.,1901.00056v2.pdf,"['1901.00056v2.pdf', '1804.05995v2.pdf', '1802.07222v1.pdf', '1804.07849v4.pdf', '1811.02553v4.pdf', '1709.02418v2.pdf', '1803.05776v2.pdf', '1708.01425v4.pdf']","The table shows the hyperparameter settings, and the context number hyperparameter is listed with a range of values from 1 to 20.",1901.00056v2-Table5-1.png,Entity Synonym Discovery via Multipiece Bilateral Context Matching,"Being able to automatically discover synonymous entities in an open-world
setting benefits various tasks such as entity disambiguation or knowledge graph
canonicalization. Existing works either only utilize entity features, or rely
on structured annotations from a single piece of context where the entity is
mentioned. To leverage diverse contexts where entities are mentioned, in this
paper, we generalize the distributional hypothesis to a multi-context setting
and propose a synonym discovery framework that detects entity synonyms from
free-text corpora with considerations on effectiveness and robustness. As one
of the key components in synonym discovery, we introduce a neural network model
SYNONYMNET to determine whether or not two given entities are synonym with each
other. Instead of using entities features, SYNONYMNET makes use of multiple
pieces of contexts in which the entity is mentioned, and compares the
context-level similarity via a bilateral matching schema. Experimental results
demonstrate that the proposed model is able to detect synonym sets that are not
observed during training on both generic and domain-specific datasets:
Wiki+Freebase, PubMed+UMLS, and MedBook+MKG, with up to 4.16% improvement in
terms of Area Under the Curve and 3.19% in terms of Mean Average Precision
compared to the best baseline method.",Hyperparameter settings.
spiqa_274,1701.03077v10,"According to the figure caption for the unsupervised monocular depth estimation model trained on the KITTI dataset, visualized in the ""YUV + Wavelet"" output space, what is the range of the shape parameter α, where black corresponds to α = 0 and white corresponds to α = 2?",The range of values for the shape parameter α is from 0 to 2.,1701.03077v10.pdf,"['1701.03077v10.pdf', '1707.00189v3.pdf', '1809.03550v3.pdf', '1906.06589v3.pdf', '1705.02946v3.pdf', '1710.05654v2.pdf', '1805.04609v3.pdf', '1812.06589v2.pdf', '1812.00108v4.pdf', '1805.00912v4.pdf', '1803.02750v3.pdf', '1809.03149v2.pdf']","The caption states that ""black is α = 0 and white is α = 2.""",1701.03077v10-Figure13-1.png,A General and Adaptive Robust Loss Function,"We present a generalization of the Cauchy/Lorentzian, Geman-McClure,
Welsch/Leclerc, generalized Charbonnier, Charbonnier/pseudo-Huber/L1-L2, and L2
loss functions. By introducing robustness as a continuous parameter, our loss
function allows algorithms built around robust loss minimization to be
generalized, which improves performance on basic vision tasks such as
registration and clustering. Interpreting our loss as the negative log of a
univariate density yields a general probability distribution that includes
normal and Cauchy distributions as special cases. This probabilistic
interpretation enables the training of neural networks in which the robustness
of the loss automatically adapts itself during training, which improves
performance on learning-based tasks such as generative image synthesis and
unsupervised monocular depth estimation, without requiring any manual parameter
tuning.","The final shape parameters α for our unsupervised monocular depth estimation model trained on KITTI data. The parameters are visualized in the same “YUV + Wavelet” output space as was used during training, where black is α = 0 and white is α = 2."
spiqa_275,1608.02784v2,"Based on Figure 4 of the Canonical Correlation Analysis method for generating text descriptions of abstract scenes, what does the weak positive correlation between BLEU scores (0.3 for CCA, 0.31 for SMT) and human rankings reveal about the relationship between machine translation metrics and human evaluation in this task?",The correlation between BLEU scores and human ranking is not high for either CCA or SMT systems.,1608.02784v2.pdf,"['1608.02784v2.pdf', '1805.08751v2.pdf', '1705.09966v2.pdf', '1710.01507v4.pdf']","The passage states that the correlation between the $x$-axis (ranking) and $y$-axis (BLEU scores) for CCA is $0.3$ and for the SMT system $0.31$. This indicates a weak positive correlation, meaning that higher BLEU scores are not necessarily associated with higher human rankings.",1608.02784v2-Figure4-1.png,Canonical Correlation Inference for Mapping Abstract Scenes to Text,"We describe a technique for structured prediction, based on canonical
correlation analysis. Our learning algorithm finds two projections for the
input and the output spaces that aim at projecting a given input and its
correct output into points close to each other. We demonstrate our technique on
a language-vision problem, namely the problem of giving a textual description
to an ""abstract scene"".",Figure 4: Scatter plot of SMT (statistical machine translation) and CCA BLEU scores versus human ratings.
spiqa_276,1804.07931v2,"Referring to the figure that demonstrates the sample selection bias in conventional CVR modeling, what is the set-theoretical relationship between clicks and the entire set of impressions?",Clicks are a subset of impressions.,1804.07931v2.pdf,"['1804.07931v2.pdf', '1906.06589v3.pdf', '1803.04572v2.pdf', '1804.07849v4.pdf']","The figure shows that the set of clicks is completely contained within the set of impressions. This means that every click is also an impression, but not every impression is a click.",1804.07931v2-Figure1-1.png,Entire Space Multi-Task Model: An Effective Approach for Estimating Post-Click Conversion Rate,"Estimating post-click conversion rate (CVR) accurately is crucial for ranking
systems in industrial applications such as recommendation and advertising.
Conventional CVR modeling applies popular deep learning methods and achieves
state-of-the-art performance. However it encounters several task-specific
problems in practice, making CVR modeling challenging. For example,
conventional CVR models are trained with samples of clicked impressions while
utilized to make inference on the entire space with samples of all impressions.
This causes a sample selection bias problem. Besides, there exists an extreme
data sparsity problem, making the model fitting rather difficult. In this
paper, we model CVR in a brand-new perspective by making good use of sequential
pattern of user actions, i.e., impression -> click -> conversion. The proposed
Entire Space Multi-task Model (ESMM) can eliminate the two problems
simultaneously by i) modeling CVR directly over the entire space, ii) employing
a feature representation transfer learning strategy. Experiments on dataset
gathered from Taobao's recommender system demonstrate that ESMM significantly
outperforms competitive methods. We also release a sampling version of this
dataset to enable future research. To the best of our knowledge, this is the
first public dataset which contains samples with sequential dependence of click
and conversion labels for CVR modeling.",Illustration of sample selection bias problem in conventional CVRmodeling. Training space is composed of samples with clicked impressions. It is only part of the inference space which is composed of all impressions.
spiqa_277,1706.08146v3,"Based on the results shown in Figure 6 of the Compressed Factorization paper, how does increasing the compression factor impact the normalized reconstruction error in the tensor decomposition of compressed EEG data?",The reconstruction error increases as the compression factor increases.,1706.08146v3.pdf,"['1706.08146v3.pdf', '1707.08608v3.pdf', '1703.07015v3.pdf', '1708.02153v2.pdf', '1805.00912v4.pdf', '1703.00899v2.pdf', '1611.02654v2.pdf', '1704.07854v4.pdf']","The left panel of Figure 1 shows that the normalized reconstruction error increases as the compression factor increases. This is because compressing the data reduces the amount of information that is available, which makes it more difficult to reconstruct the original data accurately.",1706.08146v3-Figure6-1.png,Compressed Factorization: Fast and Accurate Low-Rank Factorization of Compressively-Sensed Data,"What learning algorithms can be run directly on compressively-sensed data? In
this work, we consider the question of accurately and efficiently computing
low-rank matrix or tensor factorizations given data compressed via random
projections. We examine the approach of first performing factorization in the
compressed domain, and then reconstructing the original high-dimensional
factors from the recovered (compressed) factors. In both the matrix and tensor
settings, we establish conditions under which this natural approach will
provably recover the original factors. While it is well-known that random
projections preserve a number of geometric properties of a dataset, our work
can be viewed as showing that they can also preserve certain solutions of
non-convex, NP-Hard problems like non-negative matrix factorization. We support
these theoretical results with experiments on synthetic data and demonstrate
the practical applicability of compressed factorization on real-world gene
expression and EEG time series datasets.",Figure 6: Accuracy of tensor decomposition on compressed EEG data. Left: Normalized reconstruction error; dashed line indicates baseline reconstruction error on original data. Right: Median Pearson correlations between recovered factors and factors computed from original data.
spiqa_278,1804.00863v3,"In the figure illustrating the relationship between gloss and representation error in the Deep Appearance Maps paper, how does the DSSIM error change as the gloss of the sphere decreases?",The representation error decreases as the gloss decreases.,1804.00863v3.pdf,"['1804.00863v3.pdf', '1812.06589v2.pdf', '1708.05239v3.pdf', '1611.05742v3.pdf', '1707.01922v5.pdf']","The figure shows that the DSSIM (Deep Structural Similarity Index Measure) for the test, total, and train sets decreases as the gloss of the sphere decreases. This means that the representation error is lower for spheres with lower gloss.",1804.00863v3-Figure10-1.png,Deep Appearance Maps,"We propose a deep representation of appearance, i. e., the relation of color,
surface orientation, viewer position, material and illumination. Previous
approaches have useddeep learning to extract classic appearance
representationsrelating to reflectance model parameters (e. g., Phong)
orillumination (e. g., HDR environment maps). We suggest todirectly represent
appearance itself as a network we call aDeep Appearance Map (DAM). This is a 4D
generalizationover 2D reflectance maps, which held the view direction fixed.
First, we show how a DAM can be learned from images or video frames and later
be used to synthesize appearance, given new surface orientations and viewer
positions. Second, we demonstrate how another network can be used to map from
an image or video frames to a DAM network to reproduce this appearance, without
using a lengthy optimization such as stochastic gradient descent
(learning-to-learn). Finally, we show the example of an appearance
estimation-and-segmentation task, mapping from an image showingmultiple
materials to multiple deep appearance maps.",Relation of gloss and representation error.
spiqa_279,1809.03149v2,"Based on the figure showing the impact of different ad positions on CTR in the *Learning Adaptive Display Exposure for Real-Time Advertising* paper, how does the non-linear relationship between position and CTR, including the local peaks and valleys, inform potential strategies for optimizing ad placement in the context of dynamic ad exposure?","The relationship between position and CTR is complex and non-linear. In general, CTR decreases as position increases, but there are also local peaks and valleys in the CTR curve. This suggests that there are other factors besides position that affect CTR.",1809.03149v2.pdf,"['1809.03149v2.pdf', '1811.08257v1.pdf', '1603.03833v4.pdf', '1803.03467v4.pdf', '1701.03077v10.pdf', '1705.08016v3.pdf', '1703.00060v2.pdf', '1803.02750v3.pdf']","The figure shows the real data and a curve fitting for CTR as a function of position. The real data shows a general downward trend, but there are also local peaks and valleys. The curve fitting captures the general trend of the data, but it does not capture all of the local variation. This suggests that there are other factors besides position that affect CTR.",1809.03149v2-Figure9-1.png,Learning Adaptive Display Exposure for Real-Time Advertising,"In E-commerce advertising, where product recommendations and product ads are
presented to users simultaneously, the traditional setting is to display ads at
fixed positions. However, under such a setting, the advertising system loses
the flexibility to control the number and positions of ads, resulting in
sub-optimal platform revenue and user experience. Consequently, major
e-commerce platforms (e.g., Taobao.com) have begun to consider more flexible
ways to display ads. In this paper, we investigate the problem of advertising
with adaptive exposure: can we dynamically determine the number and positions
of ads for each user visit under certain business constraints so that the
platform revenue can be increased? More specifically, we consider two types of
constraints: request-level constraint ensures user experience for each user
visit, and platform-level constraint controls the overall platform monetization
rate. We model this problem as a Constrained Markov Decision Process with
per-state constraint (psCMDP) and propose a constrained two-level reinforcement
learning approach to decompose the original problem into two relatively
independent sub-problems. To accelerate policy learning, we also devise a
constrained hindsight experience replay mechanism. Experimental evaluations on
industry-scale real-world datasets demonstrate the merits of our approach in
both obtaining higher revenue under the constraints and the effectiveness of
the constrained hindsight experience replay mechanism.",The impact of different positions on CTR.
spiqa_280,1706.08146v3,"In Figure 5 of the ""Compressed Factorization: Fast and Accurate Low-Rank Factorization of Compressively-Sensed Data"" paper, how does the normalized reconstruction error vary with changes in the projection matrix column sparsity during non-negative matrix factorization, and what does this suggest about the optimal sparsity level?","The normalized reconstruction error decreases as the projection sparsity increases, up to a certain point. After that, the error starts to increase again.",1706.08146v3.pdf,"['1706.08146v3.pdf', '1709.02755v5.pdf', '1804.05995v2.pdf', '1809.03550v3.pdf', '1707.00524v2.pdf', '1802.07222v1.pdf', '1803.03467v4.pdf', '1804.07707v2.pdf', '1603.03833v4.pdf', '1703.02507v3.pdf', '1603.00286v5.pdf']","The figure shows a plot of the normalized reconstruction error versus the projection sparsity. The error decreases rapidly at first, then levels off and starts to increase again. This suggests that there is an optimal value of projection sparsity that minimizes the reconstruction error.",1706.08146v3-Figure5-1.png,Compressed Factorization: Fast and Accurate Low-Rank Factorization of Compressively-Sensed Data,"What learning algorithms can be run directly on compressively-sensed data? In
this work, we consider the question of accurately and efficiently computing
low-rank matrix or tensor factorizations given data compressed via random
projections. We examine the approach of first performing factorization in the
compressed domain, and then reconstructing the original high-dimensional
factors from the recovered (compressed) factors. In both the matrix and tensor
settings, we establish conditions under which this natural approach will
provably recover the original factors. While it is well-known that random
projections preserve a number of geometric properties of a dataset, our work
can be viewed as showing that they can also preserve certain solutions of
non-convex, NP-Hard problems like non-negative matrix factorization. We support
these theoretical results with experiments on synthetic data and demonstrate
the practical applicability of compressed factorization on real-world gene
expression and EEG time series datasets.",Figure 5: NMF reconstruction error vs. projection matrix column sparsity.
spiqa_281,1703.02507v3,"Based on the left figure in Figure 1 of the ""Unsupervised Learning of Sentence Embeddings using Compositional n-Gram Features"" paper, what is the specific relationship between the $L_2$-norm of word vectors and the log of word frequency as observed in the unigram model trained on the Toronto books corpus?",The $L_2$-norm of a word vector is inversely proportional to its frequency.,1703.02507v3.pdf,"['1703.02507v3.pdf', '1708.02153v2.pdf', '1804.04786v3.pdf', '1811.10673v1.pdf', '1804.05995v2.pdf', '1805.01216v3.pdf']","The left figure in Figure 1 shows that the $L_2$-norm of a word vector decreases as the frequency of the word increases. This is consistent with Luhn's hypothesis, which states that mid-rank terms are the most significant to discriminate content.",1703.02507v3-Figure1-1.png,Unsupervised Learning of Sentence Embeddings using Compositional n-Gram Features,"The recent tremendous success of unsupervised word embeddings in a multitude
of applications raises the obvious question if similar methods could be derived
to improve embeddings (i.e. semantic representations) of word sequences as
well. We present a simple but efficient unsupervised objective to train
distributed representations of sentences. Our method outperforms the
state-of-the-art unsupervised models on most benchmark tasks, highlighting the
robustness of the produced general-purpose sentence embeddings.","Figure 1: Left figure: the profile of the word vector L2norms as a function of log(fw) for each vocabulary word w, as learnt by our unigram model trained on Toronto books. Right figure: down-weighting scheme proposed by Arora et al. (2017): weight(w) = a a+fw ."
